ProductId,Product Desc,Image Url,,,Origin Price,Discount Price,Direct linking commission rate (%),Promotion Url
15370805,40-400bar 50bar 12bar Mechanical Pressure Switch Piston Type Stainless Steel Diaphragm Adjustable,https://ae-pic-a1.aliexpress-media.com/kf/S6416f55fe42947b5bfaf1842bf212e9dz.png,,,USD 35.22,USD 35.22,12.0%,https://s.click.aliexpress.com/e/_c3RdzmuP
14200514,Sutu 5800 Pneumatic Spray Gun 1.3mm Stainless Steel Spray Nozzle 600ml Pot Car Furniture Spray Paint Clear Atomization,https://ae-pic-a1.aliexpress-media.com/kf/S180fc96c32f543e6882adbfb38090628R.jpg,,,USD 76.11,USD 76.11,12.0%,https://s.click.aliexpress.com/e/_c3BrkjQf
100007218,SHAZAM HRC55 4-Flute Flat End Mill Tungsten Steel Carbide Alloy Coating 5PCS 10PCS Milling Cutter For CNC Machining Endmills,https://ae-pic-a1.aliexpress-media.com/kf/S225310f43b5e4fc7b7df163f41ae21548.jpg,,,USD 39.17,USD 26.22,12.0%,https://s.click.aliexpress.com/e/_c4mpP6AF
37013001,X36 C Modern Storage Computer Desks Luxury Elegant Adult Notebook Gaming Desk Office Executive Wooden Escritorio Ordenador Furni,https://ae-pic-a1.aliexpress-media.com/kf/Sca730c9b5bd9497d9032dbe4f3de3291i.jpg,,,USD 1728.64,USD 1382.91,12.0%,https://s.click.aliexpress.com/e/_c4KNUo2T
52802,DL24 150W 20A DC Power USB Tester Electronic Load Lithium Battery Capacity Monitor Discharge Meter Supply Checker With APP,https://ae-pic-a1.aliexpress-media.com/kf/S3a38ba59945a4acf87d40811f8b91bd08.jpg,,,USD 46.66,USD 33.13,12.0%,https://s.click.aliexpress.com/e/_c3L86r0b
141705,100% Original DeWalt 20V 5Ah 6Ah Battery Power Tool Replacement for DeWalt DCB206 DCB205 DCB805 DCB200 Power Tool,https://ae-pic-a1.aliexpress-media.com/kf/S984e2612b8c24f72881b44870b9ed43dI.jpg,,,USD 38.27,USD 17.60,12.0%,https://s.click.aliexpress.com/e/_c4pjUAPd
100007204,Customized Boxing Arcade Machine Electronic Boxing Device Sports Workouts Amazing Profit Production,https://ae-pic-a1.aliexpress-media.com/kf/Se46a44ac36ae45bbad1bf912b60a19a5c.jpg,,,USD 3315.88,USD 1657.94,12.0%,https://s.click.aliexpress.com/e/_c371u7Af
39050506,Italian Natural Marble Table Lamp Designer Creative Minimalist Living Room Bedroom Japanese Wabi-sabi Style Bedside Lamp,https://ae-pic-a1.aliexpress-media.com/kf/S44a5b44c9ebe4fc79685195ac0b1d928m.jpg,,,USD 334.51,USD 214.09,12.0%,https://s.click.aliexpress.com/e/_c3GFmodv
144007,2 pcs packaged new 2025 bestselling  high quality ! low price plastic welding gun  heat air gun hot air welder,https://ae-pic-a1.aliexpress-media.com/kf/S762af00295a94fdc971409118842e732p.jpg,,,USD 218.00,USD 196.74,12.0%,https://s.click.aliexpress.com/e/_c30q2wZD
14191102,Frequency Converter Electric Inverter 1500W RS485 Add Motor Driver 0.75KW 1.5KW MCU Single Phase Input 220V 3-Phase Output 0.4KW,https://ae-pic-a1.aliexpress-media.com/kf/Sbbfca1f7b9104db5a2ba3731374013dcv.jpg,,,USD 48.14,USD 36.10,12.0%,https://s.click.aliexpress.com/e/_c3E0gyRz
142001,Six-level Air Microbial Sampler Air Dust and Bacteria Detector Planktonic Microorganism Microbial Biological Air Sampler,https://ae-pic-a1.aliexpress-media.com/kf/S0eecaab92b2e4005b7bf5314e961543cZ.jpg,,,USD 1036.24,USD 828.99,12.0%,https://s.click.aliexpress.com/e/_c4tkoZSf
202230404,Customizable 40FT Folding Prefab Tiny House 20FT Foldable Container Modular Home Steel and Wooden Material,https://ae-pic-a1.aliexpress-media.com/kf/S334f96ae9293418cab299c7250ccb0b4p.jpg,,,USD 6313.38,USD 6250.25,12.0%,https://s.click.aliexpress.com/e/_c4aezW11
142707,Original HSG Raytools BOCHU MCD100 NVA Nozzle Visual Aligner Laser Cutting Machine Nozzle Calibration Coaxial Calibration Device,https://ae-pic-a1.aliexpress-media.com/kf/S9ccd7745bf1b49dc8c291fce9b21cec4q.jpg,,,USD 1800.25,USD 803.28,12.0%,https://s.click.aliexpress.com/e/_c4CfcLUx
200342143,New Car Suction Cup Mount Kit with Invisible Selfie Stick Ball Head Adapter for Insta360 X4 X3 Action Camera Accessories,https://ae-pic-a1.aliexpress-media.com/kf/Sfa74882c32774c98a93bba2ea84bd0fbS.jpg,,,USD 70.20,USD 43.52,12.0%,https://s.click.aliexpress.com/e/_c4UNKOUR
64316,ZM-168 Three Flavors Ice Cream Machine Commercial Soft Ice Cream Maker Small Three-color Ice Cream Machine,https://ae-pic-a1.aliexpress-media.com/kf/Sc68b16680b504308b249627fa93744650.jpg,,,USD 1206.00,USD 1013.04,12.0%,https://s.click.aliexpress.com/e/_c4kGvoax
